prompt,Payment ID,Sentiment_Result,Sentiment_Label,Sentiment_Score
"Payment PAYMENT-000924 of ₹4031 from account XXXXXXXX7701 was processed on 2025-06-24 with Single validation.
First validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000924,"{'label': 'LABEL_0', 'score': 0.675}",LABEL_0,0.675
"Payment PAYMENT-000925 of ₹2071 from account XXXXXXXX1668 was processed on 2025-06-22 with Single validation.
First validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000925,"{'label': 'LABEL_0', 'score': 0.627}",LABEL_0,0.627
"Payment PAYMENT-000926 of ₹675 from account XXXXXXXX9231 was processed on 2025-07-28 with Single validation.
First validation completed on 20250724 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000926,"{'label': 'LABEL_0', 'score': 0.644}",LABEL_0,0.644
"Payment PAYMENT-000927 of ₹7842 from account XXXXXXXX6662 was processed on 2025-07-15 with Dual validation.
First validation completed on 20250712 with outcome: FAILED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000927,"{'label': 'LABEL_0', 'score': 0.609}",LABEL_0,0.609
"Payment PAYMENT-000928 of ₹1924 from account XXXXXXXX6752 was processed on 2025-06-23 with Single validation.
First validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000928,"{'label': 'LABEL_0', 'score': 0.656}",LABEL_0,0.656
"Payment PAYMENT-000929 of ₹1776 from account XXXXXXXX8664 was processed on 2025-07-24 with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000929,"{'label': 'LABEL_0', 'score': 0.683}",LABEL_0,0.683
"Payment PAYMENT-000930 of ₹6167 from account XXXXXXXX1796 was processed on 2025-07-05 with Dual validation.
First validation completed on 20250704 with outcome: FAILED.
Second validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000930,"{'label': 'LABEL_0', 'score': 0.611}",LABEL_0,0.611
"Payment PAYMENT-000931 of ₹9819 from account XXXXXXXX9607 was processed on 2025-06-29 with Dual validation.
First validation completed on 20250624 with outcome: PASSED.
Second validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000931,"{'label': 'LABEL_1', 'score': 0.525}",LABEL_1,0.525
"Payment PAYMENT-000932 of ₹9502 from account XXXXXXXX8788 was processed on 2025-07-07 with Dual validation.
First validation completed on 20250705 with outcome: FAILED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000932,"{'label': 'LABEL_0', 'score': 0.578}",LABEL_0,0.578
"Payment PAYMENT-000933 of ₹4713 from account XXXXXXXX2283 was processed on 2025-06-19 with Single validation.
First validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000933,"{'label': 'LABEL_0', 'score': 0.596}",LABEL_0,0.596
"Payment PAYMENT-000934 of ₹2860 from account XXXXXXXX8110 was processed on 2025-07-30 with Single validation.
First validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000934,"{'label': 'LABEL_0', 'score': 0.666}",LABEL_0,0.666
"Payment PAYMENT-000935 of ₹1511 from account XXXXXXXX7380 was processed on 2025-07-08 with Single validation.
First validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000935,"{'label': 'LABEL_0', 'score': 0.58}",LABEL_0,0.58
"Payment PAYMENT-000936 of ₹9215 from account XXXXXXXX9279 was processed on 2025-07-21 with Dual validation.
First validation completed on 20250716 with outcome: PASSED.
Second validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000936,"{'label': 'LABEL_1', 'score': 0.527}",LABEL_1,0.527
"Payment PAYMENT-000937 of ₹5939 from account XXXXXXXX9421 was processed on 2025-06-06 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000937,"{'label': 'LABEL_0', 'score': 0.542}",LABEL_0,0.542
"Payment PAYMENT-000938 of ₹7785 from account XXXXXXXX6114 was processed on 2025-06-23 with Dual validation.
First validation completed on 20250620 with outcome: FAILED.
Second validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000938,"{'label': 'LABEL_0', 'score': 0.567}",LABEL_0,0.567
"Payment PAYMENT-000939 of ₹1676 from account XXXXXXXX9885 was processed on 2025-07-14 with Single validation.
First validation completed on 20250709 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000939,"{'label': 'LABEL_0', 'score': 0.671}",LABEL_0,0.671
"Payment PAYMENT-000940 of ₹2810 from account XXXXXXXX3466 was processed on 2025-06-28 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000940,"{'label': 'LABEL_0', 'score': 0.747}",LABEL_0,0.747
"Payment PAYMENT-000941 of ₹4361 from account XXXXXXXX8356 was processed on 2025-07-14 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000941,"{'label': 'LABEL_0', 'score': 0.626}",LABEL_0,0.626
"Payment PAYMENT-000942 of ₹1291 from account XXXXXXXX7429 was processed on 2025-06-30 with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000942,"{'label': 'LABEL_0', 'score': 0.617}",LABEL_0,0.617
"Payment PAYMENT-000943 of ₹5034 from account XXXXXXXX2101 was processed on 2025-06-29 with Dual validation.
First validation completed on 20250628 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000943,"{'label': 'LABEL_1', 'score': 0.564}",LABEL_1,0.564
"Payment PAYMENT-000944 of ₹2419 from account XXXXXXXX9577 was processed on 2025-07-19 with Single validation.
First validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000944,"{'label': 'LABEL_0', 'score': 0.691}",LABEL_0,0.691
"Payment PAYMENT-000945 of ₹6398 from account XXXXXXXX1474 was processed on 2025-06-20 with Dual validation.
First validation completed on 20250615 with outcome: PASSED.
Second validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000945,"{'label': 'LABEL_1', 'score': 0.528}",LABEL_1,0.528
"Payment PAYMENT-000946 of ₹9953 from account XXXXXXXX6328 was processed on 2025-07-26 with Dual validation.
First validation completed on 20250724 with outcome: PASSED.
Second validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000946,"{'label': 'LABEL_1', 'score': 0.51}",LABEL_1,0.51
"Payment PAYMENT-000947 of ₹5392 from account XXXXXXXX9679 was processed on 2025-06-29 with Dual validation.
First validation completed on 20250625 with outcome: PASSED.
Second validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000947,"{'label': 'LABEL_1', 'score': 0.534}",LABEL_1,0.534
"Payment PAYMENT-000948 of ₹2228 from account XXXXXXXX2280 was processed on 2025-07-29 with Single validation.
First validation completed on 20250728 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000948,"{'label': 'LABEL_0', 'score': 0.627}",LABEL_0,0.627
"Payment PAYMENT-000949 of ₹4526 from account XXXXXXXX5937 was processed on 2025-07-30 with Single validation.
First validation completed on 20250728 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000949,"{'label': 'LABEL_0', 'score': 0.679}",LABEL_0,0.679
"Payment PAYMENT-000950 of ₹6381 from account XXXXXXXX3145 was processed on 2025-06-22 with Dual validation.
First validation completed on 20250619 with outcome: PASSED.
Second validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000950,"{'label': 'LABEL_1', 'score': 0.524}",LABEL_1,0.524
"Payment PAYMENT-000951 of ₹4898 from account XXXXXXXX5441 was processed on 2025-06-12 with Single validation.
First validation completed on 20250608 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000951,"{'label': 'LABEL_0', 'score': 0.719}",LABEL_0,0.719
"Payment PAYMENT-000952 of ₹3804 from account XXXXXXXX8850 was processed on 2025-07-15 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000952,"{'label': 'LABEL_0', 'score': 0.604}",LABEL_0,0.604
"Payment PAYMENT-000953 of ₹2063 from account XXXXXXXX7774 was processed on 2025-06-04 with Single validation.
First validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000953,"{'label': 'LABEL_0', 'score': 0.558}",LABEL_0,0.558
"Payment PAYMENT-000954 of ₹1135 from account XXXXXXXX4548 was processed on 2025-07-14 with Single validation.
First validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000954,"{'label': 'LABEL_0', 'score': 0.524}",LABEL_0,0.524
"Payment PAYMENT-000955 of ₹7408 from account XXXXXXXX1799 was processed on 2025-07-19 with Dual validation.
First validation completed on 20250717 with outcome: PASSED.
Second validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000955,"{'label': 'LABEL_0', 'score': 0.525}",LABEL_0,0.525
"Payment PAYMENT-000956 of ₹4242 from account XXXXXXXX7680 was processed on 2025-06-06 with Single validation.
First validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000956,"{'label': 'LABEL_0', 'score': 0.697}",LABEL_0,0.697
"Payment PAYMENT-000957 of ₹6754 from account XXXXXXXX8381 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250619 with outcome: PASSED.
Second validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000957,"{'label': 'LABEL_0', 'score': 0.512}",LABEL_0,0.512
