prompt,Payment ID,NER_Entities
"Payment PAYMENT-000848 of ₹5505 from account XXXXXXXX4421 was processed on 2025-06-17 with Dual validation.
First validation completed on 20250615 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000848,{}
"Payment PAYMENT-000849 of ₹7549 from account XXXXXXXX4727 was processed on 2025-07-14 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000849,{}
"Payment PAYMENT-000850 of ₹1287 from account XXXXXXXX7316 was processed on 2025-06-12 with Single validation.
First validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000850,{}
"Payment PAYMENT-000851 of ₹8298 from account XXXXXXXX9086 was processed on 2025-07-28 with Dual validation.
First validation completed on 20250727 with outcome: PASSED.
Second validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000851,{}
"Payment PAYMENT-000852 of ₹8543 from account XXXXXXXX9663 was processed on 2025-07-13 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250708 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000852,{}
"Payment PAYMENT-000853 of ₹613 from account XXXXXXXX9367 was processed on 2025-07-21 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000853,{}
"Payment PAYMENT-000854 of ₹5087 from account XXXXXXXX7366 was processed on 2025-06-09 with Dual validation.
First validation completed on 20250607 with outcome: FAILED.
Second validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000854,{}
"Payment PAYMENT-000855 of ₹5252 from account XXXXXXXX2210 was processed on 2025-06-29 with Dual validation.
First validation completed on 20250624 with outcome: PASSED.
Second validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000855,{}
"Payment PAYMENT-000856 of ₹135 from account XXXXXXXX6350 was processed on 2025-06-26 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000856,{}
"Payment PAYMENT-000857 of ₹6396 from account XXXXXXXX7359 was processed on 2025-07-18 with Dual validation.
First validation completed on 20250716 with outcome: PASSED.
Second validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000857,{}
"Payment PAYMENT-000858 of ₹9531 from account XXXXXXXX2140 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250622 with outcome: PASSED.
Second validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000858,{}
"Payment PAYMENT-000859 of ₹5516 from account XXXXXXXX3048 was processed on 2025-07-18 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000859,{}
"Payment PAYMENT-000860 of ₹3826 from account XXXXXXXX9012 was processed on 2025-06-06 with Single validation.
First validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000860,{}
"Payment PAYMENT-000861 of ₹6788 from account XXXXXXXX6092 was processed on 2025-07-28 with Dual validation.
First validation completed on 20250723 with outcome: PASSED.
Second validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000861,{}
"Payment PAYMENT-000862 of ₹8216 from account XXXXXXXX7236 was processed on 2025-06-17 with Dual validation.
First validation completed on 20250615 with outcome: PASSED.
Second validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000862,{}
"Payment PAYMENT-000863 of ₹239 from account XXXXXXXX1361 was processed on 2025-07-24 with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000863,{}
"Payment PAYMENT-000864 of ₹2539 from account XXXXXXXX7217 was processed on 2025-06-29 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000864,{}
"Payment PAYMENT-000865 of ₹1586 from account XXXXXXXX1497 was processed on 2025-06-06 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000865,{}
"Payment PAYMENT-000866 of ₹9932 from account XXXXXXXX9927 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250721 with outcome: PASSED.
Second validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000866,{}
"Payment PAYMENT-000867 of ₹4973 from account XXXXXXXX1693 was processed on 2025-06-25 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000867,{}
"Payment PAYMENT-000868 of ₹1353 from account XXXXXXXX7265 was processed on 2025-06-14 with Single validation.
First validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000868,{}
"Payment PAYMENT-000869 of ₹5060 from account XXXXXXXX8903 was processed on 2025-07-02 with Dual validation.
First validation completed on 20250628 with outcome: PASSED.
Second validation completed on 20250627 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000869,{}
"Payment PAYMENT-000870 of ₹7126 from account XXXXXXXX8003 was processed on 2025-07-20 with Dual validation.
First validation completed on 20250719 with outcome: PASSED.
Second validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000870,{}
"Payment PAYMENT-000871 of ₹5657 from account XXXXXXXX2967 was processed on 2025-07-06 with Single validation.
First validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000871,{}
"Payment PAYMENT-000872 of ₹8656 from account XXXXXXXX7820 was processed on 2025-07-05 with Dual validation.
First validation completed on 20250702 with outcome: PASSED.
Second validation completed on 20250629 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000872,{}
"Payment PAYMENT-000873 of ₹6344 from account XXXXXXXX3386 was processed on 2025-07-14 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250708 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000873,{}
"Payment PAYMENT-000874 of ₹1367 from account XXXXXXXX5241 was processed on 2025-06-15 with Single validation.
First validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000874,{}
"Payment PAYMENT-000875 of ₹3485 from account XXXXXXXX7372 was processed on 2025-06-18 with Single validation.
First validation completed on 20250615 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000875,{}
"Payment PAYMENT-000876 of ₹4144 from account XXXXXXXX9704 was processed on 2025-06-27 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000876,{}
"Payment PAYMENT-000877 of ₹721 from account XXXXXXXX5660 was processed on 2025-07-21 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000877,{}
"Payment PAYMENT-000878 of ₹4366 from account XXXXXXXX3830 was processed on 2025-07-30 with Single validation.
First validation completed on 20250727 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000878,{}
"Payment PAYMENT-000879 of ₹7344 from account XXXXXXXX3963 was processed on 2025-06-23 with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000879,{}
"Payment PAYMENT-000880 of ₹5538 from account XXXXXXXX4372 was processed on 2025-06-18 with Dual validation.
First validation completed on 20250615 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000880,{}
